id,material_id,starts_from,price,created_at,updated_at
3283,2135,31,9.24,2021-07-29T15:04:07.199Z,2021-07-29T15:04:07.199Z
3284,2135,100,8.4,2021-07-29T15:04:07.201Z,2021-07-29T15:04:07.201Z
3285,2137,31,29.04,2021-07-29T15:04:07.224Z,2021-07-29T15:04:07.224Z
3286,2137,100,26.4,2021-07-29T15:04:07.227Z,2021-07-29T15:04:07.227Z
3287,2140,31,9.02,2021-07-29T15:04:07.248Z,2021-07-29T15:04:07.248Z
3288,2140,100,8.2,2021-07-29T15:04:07.250Z,2021-07-29T15:04:07.250Z
3289,2141,31,15.29,2021-07-29T15:04:07.272Z,2021-07-29T15:04:07.272Z
3290,2141,100,13.9,2021-07-29T15:04:07.274Z,2021-07-29T15:04:07.274Z
3291,2142,31,8.58,2021-07-29T15:04:07.295Z,2021-07-29T15:04:07.295Z
3292,2142,100,7.8,2021-07-29T15:04:07.297Z,2021-07-29T15:04:07.297Z
3293,2144,31,9.57,2021-07-29T15:04:07.318Z,2021-07-29T15:04:07.318Z
3294,2144,100,8.7,2021-07-29T15:04:07.321Z,2021-07-29T15:04:07.321Z
3295,2148,31,10.12,2021-07-29T15:04:07.342Z,2021-07-29T15:04:07.342Z
3296,2148,100,9.2,2021-07-29T15:04:07.345Z,2021-07-29T15:04:07.345Z
3297,2149,31,10.89,2021-07-29T15:04:07.367Z,2021-07-29T15:04:07.367Z
3298,2149,100,9.9,2021-07-29T15:04:07.370Z,2021-07-29T15:04:07.370Z
3299,1342,31,21.23,2021-07-29T15:04:07.392Z,2021-07-29T15:04:07.392Z
3300,1342,100,19.3,2021-07-29T15:04:07.394Z,2021-07-29T15:04:07.394Z
3301,2165,31,14.74,2021-07-29T15:04:07.416Z,2021-07-29T15:04:07.416Z
3302,2165,100,13.4,2021-07-29T15:04:07.419Z,2021-07-29T15:04:07.419Z
3303,2166,31,21.01,2021-07-29T15:04:07.440Z,2021-07-29T15:04:07.440Z
3304,2166,100,19.1,2021-07-29T15:04:07.443Z,2021-07-29T15:04:07.443Z
3305,2167,31,7.48,2021-07-29T15:04:07.465Z,2021-07-29T15:04:07.465Z
3306,2167,100,6.8,2021-07-29T15:04:07.468Z,2021-07-29T15:04:07.468Z
3307,2169,31,10.89,2021-07-29T15:04:07.493Z,2021-07-29T15:04:07.493Z
3308,2169,100,9.9,2021-07-29T15:04:07.495Z,2021-07-29T15:04:07.495Z
3309,2128,31,23.43,2021-07-29T15:04:07.516Z,2021-07-29T15:04:07.516Z
3310,2128,100,21.3,2021-07-29T15:04:07.519Z,2021-07-29T15:04:07.519Z
3311,2121,31,27.06,2021-07-29T15:04:07.553Z,2021-07-29T15:04:07.553Z
3312,2121,100,24.6,2021-07-29T15:04:07.556Z,2021-07-29T15:04:07.556Z
3313,2136,31,12.76,2021-07-29T15:04:07.577Z,2021-07-29T15:04:07.577Z
3314,2136,100,11.6,2021-07-29T15:04:07.580Z,2021-07-29T15:04:07.580Z
3315,1340,31,14.19,2021-07-29T15:04:07.602Z,2021-07-29T15:04:07.602Z
3316,1340,100,12.9,2021-07-29T15:04:07.604Z,2021-07-29T15:04:07.604Z
3317,1797,31,19.8,2021-07-29T15:04:07.625Z,2021-07-29T15:04:07.625Z
3318,1797,100,18,2021-07-29T15:04:07.628Z,2021-07-29T15:04:07.628Z
3319,1345,31,16.72,2021-07-29T15:04:07.651Z,2021-07-29T15:04:07.651Z
3320,1345,100,15.2,2021-07-29T15:04:07.660Z,2021-07-29T15:04:07.660Z
3321,1336,31,16.94,2021-07-29T15:04:07.681Z,2021-07-29T15:04:07.681Z
3322,1336,100,15.4,2021-07-29T15:04:07.684Z,2021-07-29T15:04:07.684Z
3323,1343,31,18.15,2021-07-29T15:04:07.706Z,2021-07-29T15:04:07.706Z
3324,1343,100,16.5,2021-07-29T15:04:07.708Z,2021-07-29T15:04:07.708Z
3325,1798,31,60.5,2021-07-29T15:04:07.731Z,2021-07-29T15:04:07.731Z
3326,1798,100,55,2021-07-29T15:04:07.734Z,2021-07-29T15:04:07.734Z
3420,2335,50,70,2021-08-02T15:12:38.417Z,2021-08-02T15:12:38.417Z
3421,2335,500,65,2021-08-02T15:12:38.419Z,2021-08-02T15:12:38.419Z
3422,2335,1000,55,2021-08-02T15:12:38.422Z,2021-08-02T15:12:38.422Z
3423,2335,5000,45,2021-08-02T15:12:38.424Z,2021-08-02T15:12:38.424Z
3424,2070,50,86,2021-08-02T15:12:38.453Z,2021-08-02T15:12:38.453Z
3425,2070,500,81,2021-08-02T15:12:38.455Z,2021-08-02T15:12:38.455Z
3426,2070,1000,71,2021-08-02T15:12:38.458Z,2021-08-02T15:12:38.458Z
3427,2070,5000,61,2021-08-02T15:12:38.460Z,2021-08-02T15:12:38.460Z
3491,1984,350,21.8,2021-08-05T12:58:40.177Z,2021-08-05T12:58:40.177Z
3492,1983,350,21.9,2021-08-05T12:58:40.198Z,2021-08-05T12:58:40.198Z
3493,1985,300,21.5,2021-08-05T12:58:40.218Z,2021-08-05T12:58:40.218Z
3494,1982,320,28.8,2021-08-05T12:58:40.239Z,2021-08-05T12:58:40.239Z
3495,1978,320,9.8,2021-08-05T12:58:40.279Z,2021-08-05T12:58:40.279Z
3496,1979,360,9.8,2021-08-05T12:58:40.299Z,2021-08-05T12:58:40.299Z
3497,1977,300,15.8,2021-08-05T12:58:40.318Z,2021-08-05T12:58:40.318Z
3498,1980,315,12.8,2021-08-05T12:58:40.338Z,2021-08-05T12:58:40.338Z
3499,1976,320,8.2,2021-08-05T12:58:40.358Z,2021-08-05T12:58:40.358Z
1954,2315,300,11.95,2021-06-18T11:19:13.391Z,2021-06-18T11:19:13.391Z
1955,2313,300,12.1,2021-06-18T11:19:13.418Z,2021-06-18T11:19:13.418Z
1956,2280,300,10.3,2021-06-18T11:19:13.443Z,2021-06-18T11:19:13.443Z
1957,2281,300,9.5,2021-06-18T11:19:13.467Z,2021-06-18T11:19:13.467Z
1958,2283,300,13.4,2021-06-18T11:19:13.491Z,2021-06-18T11:19:13.491Z
1959,2285,300,12.9,2021-06-18T11:19:13.515Z,2021-06-18T11:19:13.515Z
1960,2286,300,12.9,2021-06-18T11:19:13.534Z,2021-06-18T11:19:13.534Z
1961,2297,300,7.5,2021-06-18T11:19:13.553Z,2021-06-18T11:19:13.553Z
1962,2291,300,8.8,2021-06-18T11:19:13.579Z,2021-06-18T11:19:13.579Z
1963,2290,300,8.8,2021-06-18T11:19:13.603Z,2021-06-18T11:19:13.603Z
1964,2295,300,9.1,2021-06-18T11:19:13.626Z,2021-06-18T11:19:13.626Z
1965,2288,300,6.35,2021-06-18T11:19:13.655Z,2021-06-18T11:19:13.655Z
1966,2292,300,5,2021-06-18T11:19:13.680Z,2021-06-18T11:19:13.680Z
1967,2289,300,6.95,2021-06-18T11:19:13.703Z,2021-06-18T11:19:13.703Z
1968,2296,300,6.8,2021-06-18T11:19:13.727Z,2021-06-18T11:19:13.727Z
1969,2293,300,8.1,2021-06-18T11:19:13.751Z,2021-06-18T11:19:13.751Z
1970,2298,300,10.45,2021-06-18T11:19:13.771Z,2021-06-18T11:19:13.771Z
1971,2300,300,8.5,2021-06-18T11:19:13.791Z,2021-06-18T11:19:13.791Z
1972,2301,300,12.4,2021-06-18T11:19:13.810Z,2021-06-18T11:19:13.810Z
1973,2303,300,5.95,2021-06-18T11:19:13.834Z,2021-06-18T11:19:13.834Z
1974,2302,300,5.9,2021-06-18T11:19:13.858Z,2021-06-18T11:19:13.858Z
1975,2304,300,6.95,2021-06-18T11:19:13.881Z,2021-06-18T11:19:13.881Z
1976,2305,300,6.15,2021-06-18T11:19:13.905Z,2021-06-18T11:19:13.905Z
1977,2311,300,17.9,2021-06-18T11:19:13.925Z,2021-06-18T11:19:13.925Z
1978,2310,300,18.4,2021-06-18T11:19:13.945Z,2021-06-18T11:19:13.945Z
1979,2312,300,9.5,2021-06-18T11:19:13.968Z,2021-06-18T11:19:13.968Z
1980,2317,300,7.9,2021-06-18T11:19:13.994Z,2021-06-18T11:19:13.994Z
1981,2316,300,8.45,2021-06-18T11:19:14.018Z,2021-06-18T11:19:14.018Z
1982,2314,300,12.9,2021-06-18T11:19:14.046Z,2021-06-18T11:19:14.046Z
1983,2318,300,6.2,2021-06-18T11:19:14.069Z,2021-06-18T11:19:14.069Z
1984,2294,300,7.9,2021-06-18T11:19:14.095Z,2021-06-18T11:19:14.095Z
3076,494,200,9.05,2021-07-28T09:00:00.621Z,2021-07-28T09:00:00.621Z
3077,494,500,6.95,2021-07-28T09:00:00.624Z,2021-07-28T09:00:00.624Z
3078,486,80,24.75,2021-07-28T09:00:00.674Z,2021-07-28T09:00:00.674Z
3079,486,300,16.5,2021-07-28T09:00:00.677Z,2021-07-28T09:00:00.677Z
3080,652,200,20.54,2021-07-28T09:00:00.718Z,2021-07-28T09:00:00.718Z
3081,652,500,15.8,2021-07-28T09:00:00.720Z,2021-07-28T09:00:00.720Z
3082,492,200,14.15,2021-07-28T09:00:00.746Z,2021-07-28T09:00:00.746Z
3083,492,500,10.9,2021-07-28T09:00:00.749Z,2021-07-28T09:00:00.749Z
3084,500,80,28.35,2021-07-28T09:00:00.770Z,2021-07-28T09:00:00.770Z
3085,500,300,18.9,2021-07-28T09:00:00.772Z,2021-07-28T09:00:00.772Z
3086,499,80,28.35,2021-07-28T09:00:00.793Z,2021-07-28T09:00:00.793Z
3087,499,300,18.9,2021-07-28T09:00:00.796Z,2021-07-28T09:00:00.796Z
3088,493,200,11.95,2021-07-28T09:00:00.835Z,2021-07-28T09:00:00.835Z
3089,493,500,9.2,2021-07-28T09:00:00.838Z,2021-07-28T09:00:00.838Z
3090,664,80,26.25,2021-07-28T09:00:00.873Z,2021-07-28T09:00:00.873Z
3091,664,300,17.5,2021-07-28T09:00:00.875Z,2021-07-28T09:00:00.875Z
3092,501,80,36.75,2021-07-28T09:00:00.899Z,2021-07-28T09:00:00.899Z
3093,501,300,24.5,2021-07-28T09:00:00.902Z,2021-07-28T09:00:00.902Z
3094,653,80,22.35,2021-07-28T09:00:00.929Z,2021-07-28T09:00:00.929Z
3095,653,300,14.9,2021-07-28T09:00:00.931Z,2021-07-28T09:00:00.931Z
1985,2306,300,8.3,2021-06-18T11:19:14.129Z,2021-06-18T11:19:14.129Z
1986,2307,300,6.95,2021-06-18T11:19:14.156Z,2021-06-18T11:19:14.156Z
3096,495,80,20.85,2021-07-28T09:00:00.956Z,2021-07-28T09:00:00.956Z
3097,495,300,13.9,2021-07-28T09:00:00.958Z,2021-07-28T09:00:00.958Z
3098,649,80,26.85,2021-07-28T09:00:00.978Z,2021-07-28T09:00:00.978Z
3099,649,300,17.9,2021-07-28T09:00:00.980Z,2021-07-28T09:00:00.980Z
3100,660,50,20.7,2021-07-28T09:00:01.016Z,2021-07-28T09:00:01.016Z
3101,660,300,13.8,2021-07-28T09:00:01.018Z,2021-07-28T09:00:01.018Z
3102,650,80,26.25,2021-07-28T09:00:01.038Z,2021-07-28T09:00:01.038Z
3103,650,300,17.5,2021-07-28T09:00:01.041Z,2021-07-28T09:00:01.041Z
3104,651,80,25.35,2021-07-28T09:00:01.062Z,2021-07-28T09:00:01.062Z
3105,651,300,16.9,2021-07-28T09:00:01.065Z,2021-07-28T09:00:01.065Z
3106,2264,200,17.1,2021-07-28T09:00:01.086Z,2021-07-28T09:00:01.086Z
3107,2264,500,11.4,2021-07-28T09:00:01.089Z,2021-07-28T09:00:01.089Z
3108,2249,80,26.85,2021-07-28T09:00:01.111Z,2021-07-28T09:00:01.111Z
3109,2249,300,17.9,2021-07-28T09:00:01.113Z,2021-07-28T09:00:01.113Z
3110,2250,80,40.35,2021-07-28T09:00:01.157Z,2021-07-28T09:00:01.157Z
3111,2250,300,26.9,2021-07-28T09:00:01.162Z,2021-07-28T09:00:01.162Z
3112,497,200,9.25,2021-07-28T09:00:01.256Z,2021-07-28T09:00:01.256Z
3113,497,500,7.1,2021-07-28T09:00:01.259Z,2021-07-28T09:00:01.259Z
3114,654,200,14.25,2021-07-28T09:00:01.303Z,2021-07-28T09:00:01.303Z
3115,654,300,10.95,2021-07-28T09:00:01.306Z,2021-07-28T09:00:01.306Z
3116,496,50,23.85,2021-07-28T09:00:01.356Z,2021-07-28T09:00:01.356Z
3117,496,300,15.9,2021-07-28T09:00:01.359Z,2021-07-28T09:00:01.359Z
3118,655,200,11.635,2021-07-28T09:00:01.394Z,2021-07-28T09:00:01.394Z
3119,655,500,8.95,2021-07-28T09:00:01.397Z,2021-07-28T09:00:01.397Z
3120,656,200,12.75,2021-07-28T09:00:01.446Z,2021-07-28T09:00:01.446Z
3121,656,500,9.8,2021-07-28T09:00:01.451Z,2021-07-28T09:00:01.451Z
3122,488,200,12.35,2021-07-28T09:00:01.610Z,2021-07-28T09:00:01.610Z
3123,488,500,9.5,2021-07-28T09:00:01.613Z,2021-07-28T09:00:01.613Z
3124,491,50,26.85,2021-07-28T09:00:01.687Z,2021-07-28T09:00:01.687Z
3125,491,300,17.9,2021-07-28T09:00:01.690Z,2021-07-28T09:00:01.690Z
3126,2251,200,13.78,2021-07-28T09:00:01.735Z,2021-07-28T09:00:01.735Z
3127,2251,500,10.6,2021-07-28T09:00:01.737Z,2021-07-28T09:00:01.737Z
3128,498,200,14.25,2021-07-28T09:00:01.816Z,2021-07-28T09:00:01.816Z
3129,498,500,10.95,2021-07-28T09:00:01.819Z,2021-07-28T09:00:01.819Z
3130,2276,50,12.99,2021-07-29T15:00:06.375Z,2021-07-29T15:00:06.375Z
3131,1202,50,7.99,2021-07-29T15:00:06.443Z,2021-07-29T15:00:06.443Z
3132,849,50,20.99,2021-07-29T15:00:06.482Z,2021-07-29T15:00:06.482Z
3133,1410,50,12.99,2021-07-29T15:00:06.524Z,2021-07-29T15:00:06.524Z
3134,2328,50,7.99,2021-07-29T15:00:06.546Z,2021-07-29T15:00:06.546Z
3135,2320,50,8.99,2021-07-29T15:00:06.573Z,2021-07-29T15:00:06.573Z
3136,2322,70,10,2021-07-29T15:00:06.602Z,2021-07-29T15:00:06.602Z
3137,1134,50,10.5,2021-07-29T15:00:06.637Z,2021-07-29T15:00:06.637Z
3138,1132,50,10.5,2021-07-29T15:00:06.674Z,2021-07-29T15:00:06.674Z
3139,1139,50,10.5,2021-07-29T15:00:06.721Z,2021-07-29T15:00:06.721Z
3140,2330,50,17.9,2021-07-29T15:00:06.743Z,2021-07-29T15:00:06.743Z
3141,2324,70,9.99,2021-07-29T15:00:06.769Z,2021-07-29T15:00:06.769Z
3142,2325,70,10.6,2021-07-29T15:00:06.794Z,2021-07-29T15:00:06.794Z
3143,2327,50,9.9,2021-07-29T15:00:06.819Z,2021-07-29T15:00:06.819Z
3144,2326,50,8.6,2021-07-29T15:00:06.843Z,2021-07-29T15:00:06.843Z
3145,2329,50,10.99,2021-07-29T15:00:06.863Z,2021-07-29T15:00:06.863Z
3146,2331,50,10.9,2021-07-29T15:00:06.883Z,2021-07-29T15:00:06.883Z
3147,2332,50,12.8,2021-07-29T15:00:06.903Z,2021-07-29T15:00:06.903Z
3148,1506,80,26.85,2021-07-29T15:00:06.931Z,2021-07-29T15:00:06.931Z
3149,2319,50,3.99,2021-07-29T15:00:06.956Z,2021-07-29T15:00:06.956Z
3150,2321,50,8.99,2021-07-29T15:00:06.981Z,2021-07-29T15:00:06.981Z
3151,2333,50,5.5,2021-07-29T15:00:07.001Z,2021-07-29T15:00:07.001Z
3152,1124,50,27.5,2021-07-29T15:00:07.028Z,2021-07-29T15:00:07.028Z
3153,1413,50,6.99,2021-07-29T15:00:07.055Z,2021-07-29T15:00:07.055Z
3154,1194,50,13.99,2021-07-29T15:00:07.083Z,2021-07-29T15:00:07.083Z
3155,1126,50,11.99,2021-07-29T15:00:07.112Z,2021-07-29T15:00:07.112Z
3156,1130,70,8.99,2021-07-29T15:00:07.141Z,2021-07-29T15:00:07.141Z
3157,1128,50,12.99,2021-07-29T15:00:07.169Z,2021-07-29T15:00:07.169Z
3158,1129,50,13.99,2021-07-29T15:00:07.197Z,2021-07-29T15:00:07.197Z
3159,1135,50,10.5,2021-07-29T15:00:07.225Z,2021-07-29T15:00:07.225Z
3160,1204,50,7.99,2021-07-29T15:00:07.253Z,2021-07-29T15:00:07.253Z
3161,1205,50,10.99,2021-07-29T15:00:07.281Z,2021-07-29T15:00:07.281Z
3162,1131,50,13.99,2021-07-29T15:00:07.310Z,2021-07-29T15:00:07.310Z
3163,1140,50,8.5,2021-07-29T15:00:07.338Z,2021-07-29T15:00:07.338Z
3164,1207,50,9.5,2021-07-29T15:00:07.368Z,2021-07-29T15:00:07.368Z
3165,1195,50,18.5,2021-07-29T15:00:07.398Z,2021-07-29T15:00:07.398Z
3166,1141,50,12.5,2021-07-29T15:00:07.428Z,2021-07-29T15:00:07.428Z
3167,1206,50,7.5,2021-07-29T15:00:07.459Z,2021-07-29T15:00:07.459Z
3168,1127,50,12,2021-07-29T15:00:07.488Z,2021-07-29T15:00:07.488Z
3169,1210,50,29,2021-07-29T15:00:07.516Z,2021-07-29T15:00:07.516Z
3170,842,50,17.5,2021-07-29T15:00:07.544Z,2021-07-29T15:00:07.544Z
3171,1143,50,15.99,2021-07-29T15:00:07.572Z,2021-07-29T15:00:07.572Z
3172,1411,50,9.5,2021-07-29T15:00:07.601Z,2021-07-29T15:00:07.601Z
3173,1409,50,13.99,2021-07-29T15:00:07.629Z,2021-07-29T15:00:07.629Z
3174,1187,50,11.99,2021-07-29T15:00:07.658Z,2021-07-29T15:00:07.658Z
3175,1142,50,15.9,2021-07-29T15:00:07.686Z,2021-07-29T15:00:07.686Z
3176,1188,50,12.99,2021-07-29T15:00:07.716Z,2021-07-29T15:00:07.716Z
3177,1189,50,11.5,2021-07-29T15:00:07.744Z,2021-07-29T15:00:07.744Z
3178,845,50,11.9,2021-07-29T15:00:07.774Z,2021-07-29T15:00:07.774Z
3179,844,50,40,2021-07-29T15:00:07.802Z,2021-07-29T15:00:07.802Z
3180,846,50,38.9,2021-07-29T15:00:07.830Z,2021-07-29T15:00:07.830Z
3181,843,50,40,2021-07-29T15:00:07.858Z,2021-07-29T15:00:07.858Z
3182,1190,50,11.99,2021-07-29T15:00:07.886Z,2021-07-29T15:00:07.886Z
3183,1136,50,9.99,2021-07-29T15:00:07.913Z,2021-07-29T15:00:07.913Z
3184,1192,50,8.99,2021-07-29T15:00:07.940Z,2021-07-29T15:00:07.940Z
3185,1137,50,7.99,2021-07-29T15:00:07.969Z,2021-07-29T15:00:07.969Z
3186,1193,50,14.99,2021-07-29T15:00:07.999Z,2021-07-29T15:00:07.999Z
3187,1191,50,6.99,2021-07-29T15:00:08.026Z,2021-07-29T15:00:08.026Z
3188,1138,50,7.5,2021-07-29T15:00:08.053Z,2021-07-29T15:00:08.053Z
3189,1125,50,28.5,2021-07-29T15:00:08.081Z,2021-07-29T15:00:08.081Z
3190,1203,50,10.99,2021-07-29T15:00:08.109Z,2021-07-29T15:00:08.109Z
3191,1209,50,14.5,2021-07-29T15:00:08.139Z,2021-07-29T15:00:08.139Z
3192,847,50,10.99,2021-07-29T15:00:08.171Z,2021-07-29T15:00:08.171Z
3193,1133,50,9.5,2021-07-29T15:00:08.200Z,2021-07-29T15:00:08.200Z
3194,1412,50,14.95,2021-07-29T15:00:08.229Z,2021-07-29T15:00:08.229Z
3195,1208,50,8.99,2021-07-29T15:00:08.256Z,2021-07-29T15:00:08.256Z
3196,848,50,14.99,2021-07-29T15:00:08.285Z,2021-07-29T15:00:08.285Z
